Tipo de inmueble,Dirección,Precio,Habitaciones,m2
Piso,Grupo Andrea Casamayor 37,69000,2,65
Piso,Calle de Francisco de Vitoria,529000,3,108
Chalet,Avenida de la Ilustración,440000,5,288
Piso,Calle Virginia Wolf 1,193300,3,105
Piso,Paseo de María Agustín,145000,3,95
Piso,Plaza Tenerías 6,162000,2,69
Piso,Calle del Ibón de Astún 17,269800,3,94
Piso,Mayoral 32,117000,3,117
Piso,Peña montañesa 6,92000,2,72
Piso,Calle Genoveva Torres Morales,298000,3,115
Ático,Calle Condesa Montenegron,185000,3,115
Piso,Plaza de Santo Domingo,172900,3,89
Piso,Calle Huesca,94000,2,80
Piso,ANA ISABEL HERRERO,175500,5,197
Piso,Calle de Foratata 1,265000,5,173
Ático,Calle de María Lostal,250000,3,100
Piso,Calle de los Hermanos Machado,82000,2,70
Piso,Avenida de Casablanca 18,230000,3,88
Piso,Calle del Ibón de Astún 17,269800,3,95
Piso,ANA ISABEL HERRERO,175500,5,197
Piso,Avenida de Casablanca 18,230000,3,119
Piso,Calle de San Adrián de Sasabe,143000,3,93
Chalet,Carretera Sagunto-Burgos,400000,12,990
Piso,Paseo de María Agustín,240000,2,72
Piso,Calle Santa Clara 5,65000,3,109
Chalet,Calle Mayor 92,20000,4,131
Piso,Calle de Antonio Vivaldi 8,204900,4,136
Piso,Calle de Ludwig van Beethoven 74,196900,3,14
Piso,San Francisco,390000,4,151
Duplex,Avenida de Movera,288000,4,120
Ático,Calle de Pedro María Ric,409000,4,151
Piso,Paseo de las Damas,595000,4,155
Piso,Avenida Tenor Fleta,398000,4,120
Piso,Calle de María Lostal,238000,3,60
Ático,Avenida de Madrid 121,330000,3,53
Piso,Via Univérsitas,249500,4,159
Ático,Calle de Pedro María Ric,325000,2,80
Piso,Calle del Dieciséis de Julio 41,190000,3,115
Chalet,Pio Baroja,215000,3,100
Piso,Paseo de Teruel,238000,2,75
Piso,Calle de Gertrudis Gómez de Avellaneda,295000,4,105
Piso,CALATORAO,146000,3,87
Duplex,Paseo Cortes de Aragón,170000,3,120
Piso,Calle Cadena,128000,2,60
Duplex,Calle de Miguel de Cervantes Zaragoza 40,271000,2,70
Piso,Calle de San Ignacio de Loyola,595000,5,164
Piso,Calle la Constitución,99000,3,71
Piso,Calle de María Moliner,140000,3,90
Piso,Calle de Manuel Lasala,599000,3,198
Piso,Puerta de Alcalá,164990,3,90
Chalet,Calle HUESCA URCAMUSA,349000,3,2.069
Piso,Calle de Toledo,80000,2,37
Duplex,Cabecico Redondo,198000,2,84
Piso,Avenida ACADEMIA GENERAL MILITAR 37,195000,4,90
Piso,almagro,250000,5,120
Piso,Calle de San Francisco de Borja,148000,2,60
Piso,Calle de Santiago Ramón y Cajal,210000,3,97
Piso,Calle Mayor 8,33000,3,83
Chalet,Calle HUESCA URCAMUSA,349000,3,2.069
Piso,Calle de Viridiana 12,165000,3,116
Piso,Calle Mayor 8,33000,3,86
Piso,Puerta de Alcalá,164990,3,90
Piso,Calle de Graus,120000,3,118
Piso,Calle de Manuel Lasala,599000,3,198
Piso,Calle de Toledo,80000,2,37
Piso,Calle Martincho,182000,3,80
Casa Rural,conserans 4,150000,7,295
Piso,Calle de Santander 30,135000,3,112
Piso,Calle de La Coruña s/n,117000,1,43
Piso,Calle de los Condes de Aragón,435000,4,146
Piso,Calle de San Miguel 40,440000,3,109
Chalet,Urbanizacion Urcamusa,250000,5,1335
Piso,Calle San Miguel,240000,1,43
Chalet,Calle del Once de Septiembre,279900,4,29
Piso,Calle Coral Bilbilitana 2,75600,3,110
Piso,Calle MILAGROSA 3,240000,3,102
Piso,Paseo de Pamplona 8,570000,5,180
Piso,Via Gran 11,280000,4,144
Chalet,Urbanización Torres de San Lamberto s/n,450000,4,930
Piso,Avenida de Navarra,298700,2,55
Piso,Calle de la Duquesa de Villahermosa 133,260000,4,131
Piso,Calle de Pedro Cerbuna 39,330000,5,175
Piso,Paseo de Sagasta 43,590000,4,35
Chalet,Calle Huesca 9,153000,4,158
Piso,Calle de San Vicente Mártir 3,325000,4,116
Chalet,LOMA BLANCA 29,203000,3,108
Piso,Avenida de Gómez Laguna,375000,3,50
Piso,Calle del Conde de Aranda 124,186000,6,214
Piso,Avenida de Juan Carlos I,299000,3,87
Piso,Calle de Las Navas de Tolosa,62900,2,80
Piso,Paseo de Sagasta 70,390000,5,182
Chalet,Avenida Ilustración,1050000,5,166
Piso,Calle Límite,79900,1,59
Piso,Calle Cubel,230000,3,88
Chalet,Calle de la Jacetania,310000,4,328
Piso,Calle de Fresas salvajes,176000,3,109
Piso,Calle Sergio López Saz 20,243000,3,106
Piso,VALLADOLID 9,145000,3,100
Duplex,Calle Carracillo,94500,2,15
Piso,VALLADOLID 9,145000,3,100
Piso,Calle de Fresas salvajes,176000,3,95
Chalet,FRANCISCO DE GOYA,185000,3,96
Piso,Jose Nebra,113000,3,97
Piso,Calle Calatorao,146000,3,120
Piso,Paseo Echegaray y Caballero,120000,3,3
Chalet,Calle de la Jacetania,310000,4,328
Ático,Paseo de los Tilos,590000,4,220
Piso,Calle Límite,79900,1,44
Piso,Calle Sergio López Saz 20,243000,3,106
Piso,Avenida de Juan Pablo II,440000,4,100
Piso,Calle de Félix Latassa,173000,2,80
Chalet,ANSO,313999,4,134
Ático,Paseo de las Damas 17,320000,4,70
Chalet,Calle Ramón y Cajal,185000,4,215
Piso,Calle de Mariana Pineda,210000,3,120
Piso,Calle del Calvario,35000,3,106
Piso,Calle Aragón,59500,4,124
Chalet,Calle de la Azucena,139900,3,92
Piso,Avenida San Babil,49000,3,90
