Tipo de inmueble,Dirección,Precio,Habitaciones,m2
Piso,Avenida Santiago s/n,175000,4,129
Piso,Centro,125000,4,99
Chalet,Calle Petín 25,260000,3,109
Chalet,Bieite- A Puntiña,35000,2,76
Piso,Avenida de Celanova,135000,4,144
Piso,Centro,310000,6,170
Casa Rural,XANDRESA DE QUEIXA 10,120000,3,105
Piso,Calle RIO TAMEGA 23,91690,2,63
Casa Rural,Camino sen nome s/n SN,30000,4,126
Piso,Centro,134550,1,47
Chalet,Pereiro de Aguiar,190000,3,80
Piso,Camelias s/n,134500,3,120
Chalet,Coles,150000,3,1100
Duplex,Couto,295000,5,182
Piso,O Vinteun,90000,3,80
Piso,Barrocanes,155000,4,132
Estudio,Barbadas,94000,0,40
Chalet,Aldea Pereiro 5,70000,3,322
Piso,Couto,99000,4,154
Piso,A Ponte,110000,3,118
Chalet,Bieite,127000,5,180
Chalet,A Penalba s/n,40000,4,156
Piso,O Vinteun,57000,3,120
Piso,A Ponte,167000,3,85
Piso,Barbadas,103000,2,80
Piso,A Ponte,167000,3,85
Piso,Couto,72000,2,79
Piso,A Carballeira,55000,3,99
Piso,Calle Doutor Fleming 8,109000,4,132
Piso,Couto,85000,4,128
Piso,A Carballeira,230000,3,15
Chalet,Vista Hermosa,260000,3,96
Duplex,Calle Martín Codax,200300,4,135
Chalet,Lugar Cuñas,100000,3,200
Piso,O Vinteun,175000,3,96
Chalet,o castro,199900,4,50
Piso,Casco Viejo,159000,3,120
Piso,Avenida de Santiago,120000,3,130
Chalet,Lugar Marcelín 36 A,164000,4,148
Casa Rural,Naranxos s/n,35000,3,70
Chalet,Casco Viejo,195000,1,45
Piso,Rio Mente 4,90000,3,83
Piso,Rúa do Paseo 23 -9,620000,3,120
Ático,OU-310 40,60000,3,95
Piso,JUAN XXIII 33,460000,4,230
Piso,Antonio Román s/n,130000,2,67
Piso,progreso 32005 s/n,165000,2,60
Piso,Avenida de Santiago,60000,4,12
Piso,Calle da Coruña 1,126000,2,75
Piso,O Barco de Valdeorras,74500,3,75
Casa Rural,Lugar de Carracedo 28,20000,5,166
Casa Rural,Mandras s/n Cea,15000,3,83
Casa Rural,Señorin 19,60000,2,650
Piso,Celanova,70000,3,115
Chalet,Melon,34000,2,165
Piso,Coruña s/n,126000,2,7
Chalet,Boboras,82700,4,3807
Piso,Xinzo de Limia,33368,2,65
Estudio,As Lagunas,117000,0,50
Casa Rural,Aldea Barxa 21,32000,3,81
Chalet,Centro,620000,1,59
Chalet,Allariz,480000,8,341
Piso,Centro,109000,4,116
Chalet,Calle Boavista 7,250000,6,378
Piso,Avenida de Buenos Aires,199990,4,123
Casa Rural,O Reguengo s/n sn,40000,5,700
Chalet,Carretera o Viñao 14,50000,3,100
Piso,Calle San Antonio 1,58900,2,63
Casa Rural,Calle Cimadevila 1,20000,3,82
Chalet,Calle San Salvador 6,32300,4,139
Piso,Calle de Ribadavia,75000,3,93
Piso,Avenida de Santiago,175000,4,110
Piso,O Vinteun,175000,4,143
Piso,Calle Godalla,90000,4,144
Chalet,Oleiros 3,72000,4,85
Chalet,Aldea Forcadela,26500,4,126
Chalet,Calle a Calvos,94600,3,91
Chalet,Lugar de Chaodarcas de Arriba 62,120500,3,83
Chalet,Lugar Cortiñas,95000,2,150
Casa Rural,Lugar Naves,89000,1,50
Piso,Calle da Granxa,147000,3,110
Piso,O Vinteun,49400,3,96
Piso,Casco Viejo,130000,2,60
Casa Rural,Traveso 6,42000,3,110
Chalet,Pereiro de Aguiar,67000,3,110
Piso,Couto,70000,3,114
Piso,Calle del Paseo 33,320000,5,178
Piso,Avenida Celanova,115000,4,140
Piso,Barbadas,128000,3,105
Chalet,lugar curras 24,229000,7,300
Piso,Carretera Vigo-Pino,74727,3,50
Piso,Calle de Tomás Rguez Punxín,115300,3,82
Piso,Calle San Rosendo,163400,4,153
Piso,santo cristo 32005 s/n,37000,3,89
Chalet,Caseriu Sagra,240000,4,500
Piso,Vasco Diaz tanco s/n,39000,2,69
Chalet,Aldea Eirexa,160000,5,164
Chalet,Calle da Encarnación,140000,6,400
Chalet,Lugar Outeiro Calvo,152680,6,245
Chalet,a abelleira s/n,35000,4,124
Chalet,Caseriu Sagra 13,240000,4,500
